time,X,Y
2018/1/1 00:00,#GbMbMbRb#Me#Re#FbRb#Me#Re#Rb#Fe#Mb#Mb#GeMeMeRe,#FbGbMbMbRb#MeRe#RbRb#Me#FeReRe#Mb#Mb#Me#GeMe
2018/1/1 01:00,#GbMbMbRb#Me#Re#FbRb#Me#Fe#Re#Rb#Mb#Mb#GeMeMeRe,#GbMbMbRb#MeRe#FbRbRb#Me#FeReRe#Mb#Mb#Me#GeMe
2018/1/1 02:00,#GbMbMbRb#Me#Re#FbRb#Me#Re#Rb#Fe#Mb#Mb#GeMeMeRe,#FbGbMbMbRb#MeRe#RbRb#Me#FeReRe#Mb#Mb#Me#GeMe
2018/1/1 03:00,#GbMbMbRb#Me#Re#EbFbRb#Me#Ee#Re#Rb#Fe#Mb#Mb#GeMeMeRe,#FbGbMbMbRb#MeRe#EbRbRb#FeMe#EeReRe#Mb#Mb#Me#GeMe
2018/1/1 04:00,#GbMbMbRb#Me#Re#EbFbRb#Me#EeFe#Re#Rb#Mb#Mb#GeMeMeRe,#FbGbMbMbRb#MeRe#EbRbRb#FeMe#EeReRe#Mb#Mb#Me#GeMe
2018/1/1 05:00,#GbMbMbRb#Me#Re#EbFbRb#Me#EeFe#Re#Rb#Mb#Mb#GeMeMeRe,#FbGbMbMbRb#MeRe#EbRbRb#FeMe#EeReRe#Mb#Mb#Me#GeMe
2018/1/1 06:00,#GbMbMbRb#Me#Re#EbFbRb#Me#Ee#Re#Rb#Fe#Mb#Mb#GeMeMeRe,#FbGbMbMbRb#MeRe#EbRbRb#FeMe#EeReRe#Mb#Mb#Me#GeMe
2018/1/1 07:00,#GbMbMbRb#Me#Re#EbFbRb#Me#Ee#Re#Rb#Fe#Mb#Mb#GeMeMeRe,#FbGbMbMbRb#MeRe#EbRbRb#FeMe#EeReRe#Mb#Mb#Me#GeMe
2018/1/1 08:00,#GbMbMbRb#Me#Re#FbRb#Me#Fe#Re#Rb#Mb#Mb#GeMeMeRe,#FbGbMbMbRb#MeRe#RbRb#Me#FeReRe#Mb#Mb#Me#GeMe
2018/1/1 09:00,#FbGbMbMbRb#Me#Fe#Re#EbFbRb#Me#EeFe#Re#Rb#Mb#Mb#GeMeMeRe,#FbGbMbMbRb#MeRe#EbRbRb#FeMe#EeReRe#Mb#Mb#Fb#Fe#Me#GeMe
2018/1/1 10:00,#EbFbGbMbMbRb#Me#EeGe#Re#DbEbEbRb#EeMe#Gb#De#Re#Rb#EeGe#Mb#Mb#FeMeMeRe,#EbFbGbMbMbRb#MeRe#DbRbRb#GeMe#Eb#DeEeReRe#Mb#Ee#GbMb#Eb#Ge#Ee#Me#FeMe
2018/1/1 11:00,#CbDbEbMbMbRb#Me#CeEe#Re#CbRb#Me#DbEb#CeDe#Re#Rb#Ee#Mb#Mb#DeMeMeRe,#DbEbMbMbRb#EeMeRe#CbRbRb#Me#CeReRe#DbMb#EbMb#De#Cb#Ee#Ce#Me#DeMe
2018/1/1 12:00,#BbCbDbMbMbRb#Me#Be#Re#Rb#Me#Db#DeRe#Rb#Mb#Mb#CeDeMeMeRe,#CbDbMbMbRb#MeRe#RbRb#Me#ReRe#DbMb#De#Mb#De#Me#Bb#BeCeMe
2018/1/1 13:00,#DbEbMbMbRb#Me#Re#Rb#Me#Ee#Re#Rb#Mb#Mb#DeMeMeRe,#DbMbMbRb#MeRe#RbRb#Me#Eb#ReRe#Mb#Mb#Ee#Me#DeMe
2018/1/1 14:00,#CbDbMbMbRb#Me#Re#CbRb#Me#Ce#Re#Rb#Mb#Mb#CeDeMeMeRe,#DbMbMbRb#MeRe#CbRbRb#Me#CeReRe#Mb#CbMb#De#Me#CeMe
2018/1/1 15:00,#CbDbMbMbRb#Me#CeRe#Rb#Me#Re#EbRb#Ee#Mb#Mb#DeMeMeRe,#DbMbMbRb#MeRe#RbRb#Me#ReRe#EbMb#Ee#Mb#Cb#CeMe#DeMe
2018/1/1 16:00,#DbMbMbRb#Me#Eb#Re#DbRb#DeMe#Ee#Re#EbRb#Mb#Mb#DeEeMeMeRe,#DbEbMbMbRb#MeRe#RbRb#Me#ReRe#DbEbMb#De#Mb#EeEe#Me#DeMe
2018/1/1 17:00,#DbEbFbMbMbRb#Me#EbFbGb#DeEe#Eb#EeFeFeGeRe#DbEbFbRb#EeFeMe#Re#Rb#De#Mb#Mb#EeMeMeRe,#DbEbEbMbMbRb#MeRe#FbRbRb#EeFeMe#EbFbGb#DeEeReRe#DbFbMb#FeGe#Eb#EeFe#Mb#Me#DeEeMe
2018/1/1 18:00,#DbEbGbMbMbRb#Me#Hb#Eb#DeHeRe#FbRb#Me#Db#EeGe#Re#EbRb#De#Mb#Mb#EeEeFeMeMeRe,#DbEbEbMbMbRb#MeRe#GbRbRb#DeMe#FbHb#EeReRe#DbMb#He#Mb#EeGe#Eb#Fe#Me#DeEeMe
2018/1/1 19:00,#DbEbMbMbRb#Me#FbFb#DeRe#GbRb#FeMe#DbFb#FeFeRe#FbRb#FeGe#De#Mb#Mb#EeMeMeRe,#DbEbMbMbRb#DeMeRe#FbRbRb#FeMe#FbGb#FeReRe#Mb#FbFb#Fe#Mb#Ge#Fe#Db#Me#DeEeMe
2018/1/1 20:00,#DbEbMbMbRb#Me#De#Re#Rb#Me#DbFb#Re#EbGbRb#DeEeEeGe#Eb#Ee#EbFbMb#Fe#Mb#EeFeMeMeRe,#DbEbEbEbFbMbMbRb#DeEeFeMeRe#FbRbRb#Me#ReRe#GbMb#Ge#Eb#Ee#Mb#Ee#Me#Db#DeEeFeMe
2018/1/1 21:00,#DbEbMbMbRb#Me#De#Re#DbRb#Me#Fb#De#Re#Rb#Mb#Mb#EeFeMeMeRe,#DbEbMbMbRb#MeRe#RbRb#Me#DeReRe#Mb#FbMb#Fe#Me#Db#DeEeMe
2018/1/1 22:00,#EbMbMbRb#Me#Re#DbFbRb#Me#Re#Rb#DeFe#FbMb#Mb#EeFeMeMeRe,#DbEbMbMbRb#MeRe#FbRbRb#Me#DeReRe#Mb#Fe#Mb#Fb#Me#EeFeMe
2018/1/1 23:00,#EbMbMbRb#Me#Re#DbRb#Me#Re#Rb#De#Mb#Mb#EeMeMeRe,#DbEbMbMbRb#MeRe#RbRb#Me#DeReRe#Mb#Mb#Me#EeMe
2018/1/2 00:00,#EbMbMbRb#Me#Re#DbRb#Me#DeRe#Rb#FbMb#Mb#EeFeMeMeRe,#DbEbMbMbRb#MeRe#FbRbRb#Me#DeReRe#Mb#Fe#Mb#Me#EeMe
2018/1/2 01:00,#EbMbMbRb#Me#Db#Re#Rb#Me#Re#Rb#De#FbMb#Mb#EeFeMeMeRe,#DbEbMbMbRb#MeRe#FbRbRb#Me#DeReRe#Mb#Fe#Mb#Me#EeMe
2018/1/2 02:00,#EbMbMbRb#Me#Db#Re#Rb#Me#DeRe#Rb#FbMb#Mb#EeFeMeMeRe,#DbEbMbMbRb#MeRe#FbRbRb#Me#DeReRe#Mb#Fe#Mb#Me#EeMe
2018/1/2 03:00,#EbMbMbRb#Me#Db#Re#Rb#Me#Re#Rb#De#Mb#Mb#EeMeMeRe,#DbEbMbMbRb#MeRe#RbRb#Me#DeReRe#Mb#Mb#Me#EeMe
2018/1/2 04:00,#DbEbMbMbRb#Me#Db#DeRe#Rb#Me#Re#Rb#De#Mb#Mb#EeMeMeRe,#DbEbMbMbRb#MeRe#RbRb#Me#DeReRe#Mb#Mb#Db#Me#DeEeMe
2018/1/2 05:00,#DbEbMbMbRb#Me#Db#DeRe#CbRb#Me#Ce#Re#DbRb#Mb#De#Mb#DeEeMeMeRe,#DbEbMbMbRb#MeRe#CbRbRb#Me#CeDeReRe#Mb#Mb#DbDb#Me#DeDeEeMe
2018/1/2 06:00,#DbEbMbMbRb#Me#Db#Re#EbRb#Me#De#Db#Re#Rb#Ee#Mb#De#Mb#DeEeMeMeRe,#DbEbMbMbRb#MeRe#RbRb#Me#DeReRe#Mb#Db#Mb#DbEb#Ee#Me#DeDeEeMe
2018/1/2 07:00,#CbDbEbMbMbRb#Me#Ce#EeRe#Rb#Me#EbEb#Ee#Re#Rb#Mb#Mb#DeEeMeMeRe,#DbEbEbMbMbRb#MeRe#RbRb#Me#ReRe#Mb#Mb#Ee#CbEb#Ee#Ee#CeMe#DeMe
2018/1/2 08:00,#CbDbEbGbMbMbRb#Me#Fb#CeFeGe#DeRe#DbRb#Me#Db#DeRe#Rb#Mb#Mb#DeEeMeMeRe,#DbEbMbMbRb#MeRe#RbRb#Me#Gb#DeReRe#FbMb#Fe#Mb#Ge#CbDb#Db#Ce#Me#DeDeEeMe
2018/1/2 09:00,#CbDbEbMbMbRb#Me#Ce#Re#Rb#Me#Eb#EeRe#Rb#Db#Mb#Mb#DeDeEeMeMeRe,#DbDbEbMbMbRb#MeRe#EbRbRb#DeMe#ReRe#Mb#Ee#Mb#Ee#Cb#CeMe#DeMe
2018/1/2 10:00,#CbDbMbMbRb#Me#Cb#Re#Rb#Me#CeRe#EbRb#Ee#CbMb#Mb#CeCeDeMeMeRe,#CbDbMbMbRb#MeRe#CbRbRb#Me#CeReRe#Mb#Ce#EbMb#Ee#Cb#De#Me#CeMe
2018/1/2 11:00,#BbCbMbMbRb#Me#BeRe#BbRb#Me#DbDb#Be#DbEb#DeEeRe#GbRb#DeDeGe#DbEb#DeEe#Mb#Mb#CeMeMeRe,#CbDbMbMbRb#DeMeRe#BbRbRb#Me#DbEb#BeDeReRe#EbGbMb#EeEeGe#DbDb#De#Mb#Bb#De#Me#BeCeMe
2018/1/2 12:00,#BbMbMbRb#Me#Re#Rb#Me#Cb#Re#Rb#Ce#Mb#Mb#BeMeMeRe,#BbMbMbRb#MeRe#RbRb#Me#ReRe#Mb#CbMb#Ce#Me#BeMe
2018/1/2 13:00,#BbCbMbMbRb#Me#CeRe#Rb#Me#Re#CbRb#Ce#Mb#Mb#BeMeMeRe,#BbMbMbRb#MeRe#RbRb#Me#Cb#ReRe#Mb#Ce#CbMb#Ce#Me#BeMe
2018/1/2 14:00,#DbEbEbMbMbRb#Me#Ee#Re#DbRb#Me#Re#Rb#Ee#Eb#DeEe#EbMb#Ee#Mb#DeMeMeRe,#DbDbEbEbMbMbRb#EeMeRe#EbRbRb#DeEeMe#ReRe#Mb#Mb#Ee#Me#Eb#DeEeMe
2018/1/2 15:00,#DbEbEbMbMbRb#Me#Ee#Re#EbRb#Me#Re#Rb#Ee#Mb#Mb#DeEeMeMeRe,#DbEbMbMbRb#MeRe#RbRb#Me#ReRe#EbMb#Mb#EeEe#Eb#Me#DeEeMe
2018/1/2 16:00,#DbEbFbMbMbRb#EeMe#EbFbGb#Ee#Eb#FeFeGeRe#Rb#Me#Ee#Re#EbEbRb#Ee#Mb#Mb#DeEeMeMeRe,#DbEbMbMbRb#MeRe#EbEbFbRbRb#EeFeMe#FbGb#ReRe#Mb#Ge#EbEb#EeEeEeFe#Mb#Ee#Me#DeMe
2018/1/2 17:00,#DbDbEbEbGbMbMbRb#EeMe#Fb#De#Fb#FeGeRe#Rb#Me#Db#Fe#Re#Rb#De#Mb#Mb#DeEeMeMeRe,#DbDbEbMbMbRb#DeDeMeRe#EbFbRbRb#EeMe#Gb#ReRe#Mb#Fe#Fb#FeGe#DbMb#Ee#Me#DeMe
2018/1/2 18:00,#DbDbEbMbMbRb#Me#De#Re#FbRb#Me#Db#Fe#Re#FbRb#De#De#Mb#Mb#EeFeMeMeRe,#DbDbEbMbMbRb#DeMeRe#FbRbRb#DeMe#FeReRe#Mb#DbFbMb#FeMe#DeEeMe
2018/1/2 19:00,#DbDbEbFbMbMbRb#Me#Eb#DeDeEeFeRe#EbFbRb#EeMe#Db#Fe#Re#Rb#De#Mb#Mb#EeMeMeRe,#DbDbEbEbMbMbRb#DeEeMeRe#EbFbRbRb#DeEeMe#Fb#FeReRe#Mb#Fe#Mb#Db#DeMe#EeMe
2018/1/2 20:00,#DbDbEbMbMbRb#Me#De#Re#Rb#Me#Re#Rb#De#Mb#Mb#EeMeMeRe,#DbEbMbMbRb#MeRe#RbRb#DeMe#ReRe#Mb#Mb#Db#Me#DeEeMe
2018/1/2 21:00,#DbDbEbMbMbRb#Me#De#DeRe#DbRb#Me#Re#Rb#Fb#De#Mb#Mb#EeFeMeMeRe,#DbDbEbMbMbRb#MeRe#RbRb#DeMe#ReRe#Mb#De#FbMb#Fe#Me#Db#DeEeMe
2018/1/2 22:00,#EbMbMbRb#Me#Re#DbRb#Me#Re#Rb#De#Mb#Mb#EeMeMeRe,#DbEbMbMbRb#MeRe#RbRb#DeMe#ReRe#Mb#Mb#Me#EeMe
2018/1/2 23:00,#EbMbMbRb#Me#Re#Rb#Me#Db#Re#Rb#Fb#De#Mb#Mb#EeFeMeMeRe,#DbEbMbMbRb#MeRe#RbRb#DeMe#ReRe#Mb#FbMb#Fe#Me#EeMe
2018/1/3 00:00,#EbMbMbRb#Me#Re#Rb#Me#Db#Re#Rb#Fb#De#Mb#Mb#EeFeMeMeRe,#DbEbMbMbRb#MeRe#RbRb#DeMe#ReRe#Mb#FbMb#Fe#Me#EeMe
2018/1/3 01:00,#EbMbMbRb#Me#Re#DbFbRb#Me#Re#Rb#Fe#De#Mb#Mb#EeMeMeRe,#DbEbMbMbRb#MeRe#RbRb#DeMe#ReRe#Mb#Mb#Fb#Me#EeFeMe
2018/1/3 02:00,#EbMbMbRb#Me#Re#DbRb#Me#Re#Rb#De#Mb#Mb#EeMeMeRe,#DbEbMbMbRb#MeRe#RbRb#DeMe#ReRe#Mb#Mb#Me#EeMe
2018/1/3 03:00,#DbEbMbMbRb#Me#Re#Rb#Me#Re#Rb#De#Mb#Mb#EeMeMeRe,#DbEbMbMbRb#MeRe#RbRb#DeMe#ReRe#Mb#Mb#Me#EeMe
2018/1/3 04:00,#DbDbEbMbMbRb#Me#DeRe#Rb#Me#Re#Rb#De#Mb#Mb#EeMeMeRe,#DbEbMbMbRb#MeRe#RbRb#DeMe#ReRe#Mb#Mb#Db#Me#DeEeMe
2018/1/3 05:00,#DbEbMbMbRb#Me#DeRe#DbRb#Me#Re#Rb#Mb#De#Mb#EeMeMeRe,#DbEbMbMbRb#MeRe#RbRb#Me#DeReRe#Mb#Mb#Db#Me#DeEeMe
2018/1/3 06:00,#DbEbMbMbRb#Me#DeRe#DbRb#Me#Re#Rb#Mb#De#Mb#EeMeMeRe,#DbEbMbMbRb#MeRe#RbRb#Me#DeReRe#Mb#Mb#Db#Me#DeEeMe
2018/1/3 07:00,#DbDbEbMbMbRb#Me#Fb#DeFeRe#Rb#Me#Re#Rb#De#Mb#Mb#EeMeMeRe,#DbEbMbMbRb#MeRe#RbRb#DeMe#Fb#ReRe#Mb#Fe#Mb#Db#Me#DeEeMe
2018/1/3 08:00,#DbEbFbGbMbMbRb#Me#DeFeGe#Re#Rb#Me#Re#FbRb#Fe#Mb#Mb#EeMeMeRe,#EbMbMbRb#MeRe#RbRb#Me#Fb#ReRe#GbMb#Fe#Fb#Fe#Mb#Ge#Db#De#Me#EeMe
2018/1/3 09:00,#DbEbFbMbMbRb#Me#DeFe#Re#Rb#Me#Fb#FeRe#Rb#Mb#Mb#EeMeMeRe,#EbMbMbRb#MeRe#RbRb#Me#Fb#ReRe#Mb#FbMb#Fe#Db#Fe#De#Me#EeMe
2018/1/3 10:00,#DbEbMbMbRb#Me#De#Re#Rb#Me#Re#Rb#Mb#Mb#EeMeMeRe,#EbMbMbRb#MeRe#RbRb#Me#ReRe#Mb#Mb#Db#De#Me#EeMe
2018/1/3 11:00,#DbEbMbMbRb#Me#Re#Rb#Me#Db#Re#Rb#De#Mb#Mb#DeEeMeMeRe,#EbMbMbRb#MeRe#RbRb#Me#ReRe#DbMb#De#Mb#Db#Ee#Me#DeMe
2018/1/3 12:00,#DbEbMbMbRb#Me#Re#Rb#Me#Eb#EeRe#Rb#Ee#EbMb#Mb#DeEeMeMeRe,#DbEbEbMbMbRb#EeMeRe#RbRb#Me#Eb#ReRe#Mb#Mb#Ee#Ee#Me#DeMe
2018/1/3 13:00,#DbMbMbRb#Me#Re#Rb#Me#Re#CbRb#Ce#EbMb#Mb#DeEeMeMeRe,#DbMbMbRb#MeRe#EbRbRb#Me#ReRe#CbMb#Ce#Ee#Mb#Me#DeMe
2018/1/3 14:00,#DbMbMbRb#Me#Re#Rb#Me#Cb#Re#CbRb#Ce#Mb#Mb#CeDeMeMeRe,#DbMbMbRb#MeRe#RbRb#Me#ReRe#CbMb#Ce#Cb#Mb#Me#CeDeMe
2018/1/3 15:00,#EbMbMbRb#Me#Re#Rb#Me#Re#DbRb#De#Mb#Mb#EeMeMeRe,#EbMbMbRb#MeRe#RbRb#Me#ReRe#Mb#DbMb#De#Me#EeMe
2018/1/3 16:00,#EbFbGbMbMbRb#Me#Ee#Re#Rb#Me#Ge#Re#Rb#GbMb#Mb#FeGeMeMeRe,#FbGbGbMbMbRb#MeRe#RbRb#Me#ReRe#Mb#Ge#Mb#Ge#Eb#Ee#Me#FeMe
2018/1/3 17:00,#FbGbMbMbRb#Me#Fe#Re#Rb#Me#Re#Rb#Mb#Mb#GeMeMeRe,#GbMbMbRb#MeRe#RbRb#Me#ReRe#Mb#Mb#Me#Fb#FeGeMe
2018/1/3 18:00,#GbMbMbRb#Me#Re#Rb#Me#Re#Rb#HbMb#Mb#GeHeMeMeRe,#GbMbMbRb#MeRe#HbRbRb#Me#ReRe#Mb#He#Mb#Me#GeMe
2018/1/3 19:00,#GbMbMbRb#Me#Re#Rb#Me#Re#Rb#HbMb#Mb#GeHeMeMeRe,#GbMbMbRb#MeRe#HbRbRb#Me#ReRe#Mb#He#Mb#Me#GeMe
2018/1/3 20:00,#GbMbMbRb#Me#Re#Rb#Me#Fb#Re#HbRb#FeHe#Mb#Mb#GeMeMeRe,#FbGbMbMbRb#FeMeRe#RbRb#Me#ReRe#Mb#HbMb#He#Me#GeMe
2018/1/3 21:00,#GbMbMbRb#Me#Re#Rb#Me#Fb#Re#Rb#Fe#Mb#Mb#GeMeMeRe,#FbGbMbMbRb#FeMeRe#RbRb#Me#ReRe#Mb#Mb#Me#GeMe
2018/1/3 22:00,#GbMbMbRb#Me#Re#Rb#Me#Re#Rb#Mb#Mb#GeMeMeRe,#GbMbMbRb#MeRe#RbRb#Me#ReRe#Mb#Mb#Me#GeMe
2018/1/3 23:00,#GbMbMbRb#Me#Re#Rb#Me#Re#FbRb#Mb#Fe#Mb#GeMeMeRe,#FbGbMbMbRb#MeRe#RbRb#Me#FeReRe#Mb#Mb#Me#GeMe
2018/1/4 00:00,#GbMbMbRb#Me#Re#Rb#Me#Fb#Re#Rb#Mb#Fe#Mb#GeMeMeRe,#FbGbMbMbRb#MeRe#RbRb#Me#FeReRe#Mb#Mb#Me#GeMe
2018/1/4 01:00,#GbMbMbRb#Me#Re#Rb#Me#Fb#Re#Rb#Mb#Fe#Mb#GeMeMeRe,#FbGbMbMbRb#MeRe#RbRb#Me#FeReRe#Mb#Mb#Me#GeMe
2018/1/4 02:00,#GbMbMbRb#Me#Re#FbRb#Me#Re#EbRb#Ee#Eb#Ee#EbMb#EeFe#FbMb#FeGeMeMeRe,#EbFbFbGbMbMbRb#EeFeMeRe#EbRbRb#EeMe#Eb#EeFeReRe#Mb#Mb#Me#GeMe
2018/1/4 03:00,#GbMbMbRb#Me#Re#Rb#Me#Fb#Re#Rb#EbMb#Mb#EeFeGeMeMeRe,#EbFbGbMbMbRb#MeRe#RbRb#Me#ReRe#Mb#Ee#Mb#Fe#Me#GeMe
2018/1/4 04:00,#GbMbMbRb#Me#Re#FbRb#Me#Re#EbFbRb#Fe#Mb#Mb#EeFeGeMeMeRe,#EbFbGbMbMbRb#MeRe#RbRb#Me#FeReRe#FbMb#Ee#Mb#Fe#Me#GeMe
2018/1/4 05:00,#GbMbMbRb#Me#Re#FbRb#Me#Re#FbRb#Fe#GbMb#Ge#Mb#FeGeMeMeRe,#FbFbGbGbMbMbRb#GeMeRe#RbRb#FeMe#ReRe#Mb#Mb#Fe#Me#GeMe
2018/1/4 06:00,#GbMbMbRb#Me#Re#Rb#Me#Fb#Re#FbRb#Fe#GbMb#Ge#Mb#FeGeMeMeRe,#FbFbGbGbMbMbRb#FeGeMeRe#RbRb#Me#ReRe#Mb#Mb#Fe#Me#GeMe
2018/1/4 07:00,#FbGbMbMbRb#Me#Fe#Re#Rb#Me#Re#Rb#Mb#Mb#GeMeMeRe,#GbMbMbRb#MeRe#RbRb#Me#ReRe#Mb#Mb#Me#Fb#FeGeMe
2018/1/4 08:00,#FbGbMbMbRb#Me#Fe#Re#Rb#Me#Fb#Re#Rb#Mb#Mb#FeGeMeMeRe,#FbGbMbMbRb#MeRe#RbRb#Me#ReRe#Mb#Fe#Mb#Fb#Fe#Me#GeMe
2018/1/4 09:00,#FbFbGbMbMbRb#Me#Fe#Re#Rb#Me#Re#Rb#Fb#Mb#Fe#Mb#FeGeMeMeRe,#FbGbMbMbRb#MeRe#RbRb#Me#ReRe#Mb#Fe#FbMb#Fb#FeFe#Me#GeMe
2018/1/4 10:00,#GbMbMbRb#Me#Re#Rb#Me#Fb#Re#FbRb#Fe#Mb#Mb#FeGeMeMeRe,#FbGbMbMbRb#FeMeRe#RbRb#Me#ReRe#Mb#Mb#Fb#Me#FeGeMe
2018/1/4 11:00,#FbGbMbMbRb#Me#FeRe#Rb#Me#Fb#Re#FbRb#Mb#Fe#Mb#FeGeMeMeRe,#FbGbMbMbRb#MeRe#RbRb#Me#ReRe#Mb#Fe#Mb#FbFb#FeMe#FeGeMe
2018/1/4 12:00,#FbMbMbRb#Me#Re#GbRb#Me#Re#Rb#Ge#GbMb#Mb#FeGeMeMeRe,#FbMbMbRb#MeRe#GbRbRb#Me#ReRe#Mb#Ge#GbMb#Me#FeGeMe
2018/1/4 13:00,#GbMbMbRb#Me#Re#FbRb#Me#Fb#Re#FbRb#FeFe#Mb#Mb#FeGeMeMeRe,#FbGbMbMbRb#MeRe#RbRb#FeMe#ReRe#Mb#FbMb#Fb#FeMe#FeGeMe
2018/1/4 14:00,#GbMbMbRb#Me#Re#Rb#Me#Re#FbRb#Fe#Mb#Mb#GeMeMeRe,#GbMbMbRb#MeRe#RbRb#Me#ReRe#Mb#FbMb#Fe#Me#GeMe
2018/1/4 15:00,#GbMbMbRb#Me#Re#Rb#Me#Re#Rb#Mb#Mb#GeMeMeRe,#GbMbMbRb#MeRe#RbRb#Me#ReRe#Mb#Mb#Me#GeMe
2018/1/4 16:00,#GbMbMbRb#Me#Re#Rb#Me#Re#Rb#FbMb#Mb#FeGeMeMeRe,#GbMbMbRb#MeRe#FbRbRb#Me#ReRe#Mb#Mb#Fe#Me#GeMe
2018/1/4 17:00,#EbFbFbGbMbMbRb#FeMe#Ee#Re#EbRb#Me#Ge#Re#Rb#Fe#Mb#Mb#EeMeMeRe,#EbGbMbMbRb#MeRe#RbRb#Me#ReRe#FbMb#FbMb#Fe#Eb#Ge#EeMe#EeFeMe
2018/1/4 18:00,#EbFbMbMbRb#Me#Re#EbRb#Me#Gb#Re#Rb#Ge#EeEe#Mb#Mb#FeMeMeRe,#EbFbMbMbRb#MeRe#RbRb#EeMe#ReRe#Mb#EbGbMb#Ge#Me#EeFeMe
2018/1/4 19:00,#EbFbMbMbRb#Me#Re#EbRb#Me#Re#Rb#Ee#Mb#Mb#EeFeMeMeRe,#EbFbMbMbRb#MeRe#RbRb#EeMe#ReRe#Mb#EbMb#Fe#Me#EeMe
2018/1/4 20:00,#EbFbMbMbRb#Me#Re#EbRb#Me#Re#Rb#Ee#Mb#Mb#EeFeMeMeRe,#EbFbMbMbRb#MeRe#RbRb#EeMe#ReRe#Mb#EbMb#Fe#Me#EeMe
2018/1/4 21:00,#EbFbMbMbRb#Me#Fe#Re#Rb#Me#FbGb#Ge#FbGb#FeGeRe#Rb#Fe#Fb#Mb#Mb#EeFeMeMeRe,#EbFbFbMbMbRb#FeMeRe#RbRb#Me#ReRe#Mb#Fb#GbMb#FeFeGe#FbGb#FeGe#Me#EeMe
2018/1/4 22:00,#EbMbMbRb#Me#Re#Rb#Me#EbFb#EeFe#Fb#FeRe#Rb#FbMb#Mb#EeFeMeMeRe,#EbFbMbMbRb#MeRe#RbRb#Me#ReRe#Mb#Fe#EbFbMb#EeFe#Fb#Fe#Me#EeMe
2018/1/4 23:00,#EbMbMbRb#Me#Re#Rb#Me#Re#Rb#FbMb#Mb#EeFeMeMeRe,#EbMbMbRb#MeRe#FbRbRb#Me#ReRe#Mb#Fe#Mb#Me#EeMe
2018/1/5 00:00,#DbEbMbMbRb#Me#DeRe#Rb#Me#Re#Rb#FbMb#Mb#EeFeMeMeRe,#EbMbMbRb#MeRe#FbRbRb#Me#ReRe#Mb#Fe#Mb#Db#Me#DeEeMe
2018/1/5 01:00,#DbEbMbMbRb#Me#Re#Rb#Me#Re#Rb#FbMb#Mb#DeEeFeMeMeRe,#EbMbMbRb#MeRe#FbRbRb#Me#ReRe#Mb#Fe#DbMb#EeMe#DeMe
2018/1/5 02:00,#DbEbMbMbRb#Me#DeRe#Rb#Me#Re#DbRb#FbMb#Mb#DeEeFeMeMeRe,#EbMbMbRb#MeRe#FbRbRb#Me#ReRe#Mb#Fe#DbMb#Me#Db#DeDeEeMe
2018/1/5 03:00,#DbEbMbMbRb#Me#Re#Rb#Me#Re#Rb#Mb#Mb#DeEeMeMeRe,#EbMbMbRb#MeRe#RbRb#Me#ReRe#Mb#DbMb#Ee#Me#DeMe
2018/1/5 04:00,#DbEbMbMbRb#Me#DeRe#Rb#Me#Db#Db#Re#Rb#De#FbMb#Mb#DeEeFeMeMeRe,#DbEbMbMbRb#DeMeRe#FbRbRb#Me#ReRe#Mb#Fe#Mb#DbDb#Me#DeDeEeMe
2018/1/5 15:00,#AbBbBbMbMbRb#Me#BeRe#Rb#BeMe#Re#BbRb#Mb#Mb#AeBeMeMeRe,#AbBbMbMbRb#MeRe#RbRb#Me#ReRe#Mb#BbMb#Be#Be#Bb#Me#AeBeMe
2018/1/5 16:00,#AbBbBbCbMbMbRb#Me#Db#AeBe#DeRe#BbRb#BeMe#Ab#CeRe#CbRb#AeCe#Mb#Mb#BeMeMeRe,#AbBbBbBbCbMbMbRb#AeBeBeMeRe#RbRb#Me#Db#ReRe#Mb#De#CbMb#Ce#Ab#Ce#Ae#Me#BeMe
2018/1/5 17:00,#BbBbCbCbMbMbRb#Me#CbDb#BeBeCe#CeRe#BbRb#CeMe#BbEb#Ee#CbCb#Re#EbRb#BeBeCeEe#Cb#CeCe#Mb#Mb#DeMeMeRe,#BbBbCbCbDbMbMbRb#BeBeCeMeRe#CbRbRb#CeMe#CeReRe#BbEbMb#Ee#CbEb#CeEe#Mb#Be#Cb#BbCb#Me#BeCeCeDeMe
2018/1/5 18:00,#BbBbCbDbDbMbMbRb#CeMe#CbDbEb#BeBeCeDe#CbCb#DeRe#Rb#CeDeMe#BbDb#De#Cb#CeRe#DbDbRb#BeDe#Cb#CeCe#DbMb#Mb#DeDeEeMeMeRe,#BbBbCbCbEbMbMbRb#BeBeCeCeMeRe#CbCbDbDbDbDbRbRb#CeCeDeDeMe#DeReRe#BbDbMb#De#CbDb#CeDe#Mb#Be#Db#Cb#Ee#Me#CeDeDeMe
2018/1/5 19:00,#CbCbDbDbEbMbMbRb#Me#Db#De#CeDeDeRe#DbRb#Me#BbFb#Fe#DbFb#FeRe#Rb#BeCeDe#Db#De#DbMb#Mb#DeDeEeMeMeRe,#BbCbDbDbEbMbMbRb#BeDeMeRe#DbDbRbRb#CeDeDeMe#ReRe#Mb#DbFbMb#DeFe#CbDbFb#DeFe#Ee#Db#Me#CeDeDeMe
